,m001_ALL0_4,m002_ALL5_14,m003_ALL15_34,m004_ALL0_34,m005_ALL35_69,m006_ALL70_79,m007_MEDICALb,m008_MEDICALc,m009_NONMEDb,m010_NONMEDc,m011_INFECTb,m012_INFECTc,m013_INTESTINb,m014_INTESTINc,m015_PULMTBb,m016_PULMTBc,m017_OTHERTBb,m018_OTHERTBc,m019_VIRALHEPb,m020_VIRALHEPc,m021_SCHISTOc,m022_ALLCAb,m023_ALLCAc,m024_MOUTHCAc,m025_NASOPCAc,m026_NPConlyc,m027_OESOPHCAc,m028_OESOPHCAc,m029_COLRECCAc,m030_LIVERCAb,m031_LIVERCAc,m032_PANCRSCAc,m033_BLADDCAc,m034_LARYNXCAc,m035_LUNGCAmc,m039_BRAINCAc,m040_LYMPHOMAc,m041_LEUKEMIAb,m042_LEUKEMIAc,m043_ENDOCRINb,m044_ENDOCRINc,m045_DIABETESc,m046_MALNUTRIb,m047_MALNUTRIc,m048_BLOODb,m049_BLOODc,m050_MENTALb,m051_MENTALc,m052_NERVOUSb,m053_NERVOUSc,m054_MENINGITb,m055_MENINGITc,m056_EPILEPSYb,m057_EPILEPSYc,m058_ALLVASCb,m059_ALLVASCc,m060_RHEUMHDb,m061_RHEUMHDc,m062_HYPTENSc,m063_IHDc,m064_STROKEb,m065_STROKEc,m066_VASC_STRb,m067_VASC-STRc,m068_ALLRESPb,m069_ALLRESPc,m070_PNEUMONb,m071_PNEUMONc,m072_COPDc,m073_DIGESTIVb,m074_DIGESTIVc,m075_PEPULCERc,m076_ENTCOLc,m077_INTESTOBc,m078_CIRRHOSb,m079_CIRRHOSc,m080_TOTLIVRb,m081_TOTLIVRc,m082_GALLBILc,m083_GENITURc,m084_GENITURmc,m086_RENALc,m089_ALLSKINc,m090_MUSCSKELc,m091_ILL_DEFb,m092_ILL_DEFc,m093_ACCIDENTb,m094_ACCIDENTc,m095_ROADACCb,m096_ROADACCc,m097_DROWNb,m098_DROWNc,m099_SUICIDEb,m100_SUICIDEc,m101_HOMICIDEb,m102_HOMICIDEc,m103_INFANT,m105_ALLCUMa,m106_MEDICALa,m107_NONMEDa,m108_RESPINFa,m109_ALLGIa,m110_CONGENITa,m111_NTDa,m112_CONGENHDa,m113_PERINATa,m114_LOWBTHWTa,m115_BTHTRAUMa,m116_RDSa,m117_NEOTETANa,m118_MALNUTRIa,m119_DROWNa,description,code
0,0.7758492649608352,0.0,1.8754884911597132,0.0,-0.0,-2.5628714371878956,6.384707476188899,-0.0,0.0,-0.0,0.0,0.0,0.5938539156658428,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.7210561049277028,-0.0,-0.6860261035139743,-0.0,0.0,0.0,-0.0,-0.0,-0.8463319219590816,-0.0,-4.931119184582819,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.10051845492644475,0.0,0.0,-0.0,0.0,-0.0,0.0694492031606238,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-5.234586180177304,0.0,-14.297492136025262,-0.004714889250464284,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3221679945983539,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.39315125757760133,0.0,-0.0,0.0,0.0,-0.0,0.2445775440969289,0.0,3.852177074451663,3.3162739716326914,4.656166641576759,-0.0,0.0,0.0014790669376436724,0.0,0.0,-0.0,0.7405931966659299,0.0,0.0,0.0,0.0,0.0,-0.0,Q144 dHOMECIG   questionnaire PERCENTAGE WHO HAVE EVER SMOKED HOMEMADE CIGARETTES DAILY FOR MORE THAN 6 MONTHS                   ,q144
1,0.2556356186338302,0.0,0.34818242638326985,19.653538453188723,-0.0,0.0,8.695885644095691,-0.0,0.0,-0.0,0.48037300995554283,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.2651576061110213,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.4554135839208527,0.0,0.0,0.0,0.0,-0.0,0.0,0.9083808113841055,0.0,0.7716931911360744,0.0,0.0,-0.0,0.0,-0.0,0.4504642898721596,0.0,6.621061066432261,0.0,6.1763803449375825,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.23317526080035028,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.07057965902979299,2.099875086943372,1.2884895582916784,-0.0,1.4871445274706891,0.1131202328315118,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,"Q140 dTOBCONS   questionnaire CURRENT DAILY CONSUMPTION OF ""OTHER"" TOBACCO (EXCLUDING MANUFACTURED CIGARETTES)                   ",q140
2,0.006626575194670517,0.0,12.420834245534138,11.214571402760292,0.0,5.5100260972364445,13.916503433600408,0.0,0.0,0.0,8.130555456848693,0.0,2.6500502496036846,1.4622881615814796,0.3323008938500857,-0.0,0.0,0.06211012627345354,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.5198679023079136,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.02023249819671262,0.0,0.0,0.16474831269501128,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,24.001167469640784,0.0,6.111690340732069,8.216461833720636,0.020673244361197912,0.0,0.0,0.7442067879329283,0.8480683999928841,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0703663899290841,2.2153720352662933,1.6527390215080187,-0.0,0.0,0.5506646530593982,-0.0,0.0,-0.0,0.046707442153613485,0.0,0.0,0.0,0.0,0.0,-0.0,Q063 dSMCLNOW   questionnaire PERCENTAGE USE MAINLY SMOKY COAL FOR COOKING NOW                                                   ,q063
3,1.3932210505100006e-16,0.0,0.0,0.9431791454599425,-0.0,0.0,1.207139949947526,-0.0,0.0,-0.0,0.6930063519765652,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.27066777637058353,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0648201902635367,0.0,0.0,0.0,0.0,-0.0,0.0,5.990850517193002e-15,0.0,2.368475785867001e-15,0.0,0.0,-0.0,0.0,-0.0,2.6590929893718212e-15,0.0,0.48797204079990775,0.0,0.5458118173483893,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.9505094707140007e-15,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,3.901018941428001e-15,7.802037882856003e-15,7.244749462652003e-15,-0.0,0.15620886546640056,0.029207155008807648,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,"Q142 dTOBCONSm  questionnaire CURRENT DAILY CONSUMPTION OF ""OTHER"" TOBACCO (EXCLUDING MANUFACTURED CIGARETTES)                   ",q142
4,0.0,0.0,7.542256783931632,0.0,0.0,-3.2882519778914276,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.003552673160352113,0.002715064132734274,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.07725921996996118,-0.0,0.0,0.5773825636239608,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.16250567634355334,-0.0,0.0,3.902814118647878,0.0,-0.0,8.714850458668673,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3950981490283146,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.07637323149634169,0.0,-0.0,0.0,0.21768401821065497,0.0,0.901303468316424,0.0,0.0,0.0,0.0,-0.0,1.095938592945021,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,Q005 dBORNOUT   questionnaire PERCENTAGE BORN OUTSIDE COUNTY                                                                     ,q005
5,0.0,0.0,7.044262177444307,0.0,0.0,2.518261014165494,0.0,0.0,0.0,11.431357391863735,0.09571036005384119,4.841607416723191,0.0,0.23150763163297236,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-10.97613874000963,0.0,1.1152704294797646,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.12871620541555764,-0.0,0.0,0.5789859447865748,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1381948668002813,7.140767538498516,-0.0,6.965719482075298,-0.0,1.7827280040646265,0.0,0.0,1.4950823781606157,0.0,0.0,0.0,-0.0,3.0820825832756538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.8407960240902641,5.05849008122653,0.4715216813655528,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.25552959254614616,-0.0,-0.0,P025 VITC       plasma VITAMIN C (ascorbic acid) (mg/dL)                                                                         ,p025
6,0.0,1.603579901839959,-0.1558889379271838,0.0,0.0,-1.2884142227346675,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.00908204185359697,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.005843958549132849,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.03371487575640009,-3.038424648585773,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,P026 CERULO     plasma CERULOPLASMIN (mg/dL)                                                                                     ,p026
7,0.0,0.0,-0.0,0.0,-0.0,0.25005820190555883,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.3847447062982716,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.5124078839809691,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-4.5016037818677885,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24277078490498488,-0.10019421746777596,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.45642968092704145,0.0,0.0,0.0,0.0,-0.0,0.03218088964822073,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,P027 Cu         plasma COPPER (mg/dL)                                                                                            ,p027
8,0.0,-0.0,0.9928687149513787,0.0,0.0,3.8131707177644376,0.0,0.0,0.0,0.0,2.604408025312274,-0.0,0.017572089685730773,0.6738720910970136,0.21609788705202032,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.6163364666367736,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.28207005488988574,0.0,0.0,0.0,0.8186504570614436,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.017930610462350966,0.0,0.0,0.0,0.0,-0.0,0.0,0.575335170676282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,P028 K          plasma POTASSIUM (mg/dL)                                                                                         ,p028
9,-0.0,0.0,-1.7061597314941346,-0.0,0.0,-0.006386300055439861,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.6387986031407032,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.041339285911370205,-0.0,0.0,-0.0,0.0,-0.0,-0.31377952285541966,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.002420142197804607,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,2.259176671901386,-0.0,0.0,-0.0,-0.0,-0.0,2.0988360495850187,-0.0,-0.0,3.4817768163297322,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.11552120962362983,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,P029 INORG-P    plasma 1989 INORGANIC PHOSPHORUS (mg/dL)                                                                         ,p029
